Date,Sandisk (Price),Sandisk (Volume),AAPL (Price),AAPL (Volume)
2018-10-03,,,54.97304916381836,114619200
2018-10-04,,,54.006568908691406,128168000
2018-10-05,,,53.13010025024414,134322000
2018-10-08,,,53.006935119628906,118655600
2018-10-09,,,53.74126052856445,107564000
2018-10-10,,,51.25164031982422,167962400
2018-10-11,,,50.7991943359375,212497600
2018-10-12,,,52.61369705200195,161351600
2018-10-15,,,51.48851776123047,123164000
2018-10-16,,,52.62318420410156,116736000
2018-10-17,,,52.39576721191406,91541600
2018-10-18,,,51.171104431152344,130325200
2018-10-19,,,51.950439453125,132314800
2018-10-22,,,52.26785659790039,115168400
2018-10-23,,,52.76057052612305,155071200
2018-10-24,,,50.9507942199707,163702000
2018-10-25,,,52.0665168762207,119423200
2018-10-26,,,51.237422943115234,189033600
2018-10-29,,,50.27568817138672,183742000
2018-10-30,,,50.526771545410156,146640000
2018-10-31,,,51.843841552734375,153435600
2018-11-01,,,52.63975524902344,233292800
2018-11-02,,,49.148128509521484,365314800
2018-11-05,,,47.75291061401367,264654800
2018-11-06,,,48.26930236816406,127531600
2018-11-07,,,49.73322677612305,133697600
2018-11-08,,,49.5596923828125,101450400
2018-11-09,,,48.60411071777344,137463200
2018-11-12,,,46.155723571777344,204542000
2018-11-13,,,45.69457244873047,187531600
2018-11-14,,,44.40381622314453,243204000
2018-11-15,,,45.49965286254883,185915200
2018-11-16,,,46.00359344482422,147713200
2018-11-19,,,44.180381774902344,167701200
2018-11-20,,,42.06953048706055,271300800
2018-11-21,,,42.0219841003418,124496800
2018-11-23,,,40.954681396484375,94496000
2018-11-26,,,41.508541107177734,179994000
2018-11-27,,,41.418216705322266,165549600
2018-11-28,,,43.01084518432617,184250000
2018-11-29,,,42.680442810058594,167080000
2018-11-30,,,42.449859619140625,158126000
2018-12-03,,,43.933162689208984,163210000
2018-12-04,,,42.00059509277344,165377200
2018-12-06,,,41.532310485839844,172393600
2018-12-07,,,40.051387786865234,169126400
2018-12-10,,,40.31525421142578,248104000
2018-12-11,,,40.08467102050781,189126800
2018-12-12,,,40.19639587402344,142510800
2018-12-13,,,40.63614273071289,127594400
2018-12-14,,,39.33589172363281,162814800
2018-12-17,,,38.96981430053711,177151600
2018-12-18,,,39.47614288330078,135366000
2018-12-19,,,38.244808197021484,196189200
2018-12-20,,,37.27970886230469,259092000
2018-12-21,,,35.82969665527344,382978400
2018-12-24,,,34.90263366699219,148676800
2018-12-26,,,37.36053466796875,234330000
2018-12-27,,,37.11807632446289,212468400
2018-12-28,,,37.13709259033203,169165600
2018-12-31,,,37.49603271484375,140014000
2019-01-02,,,37.538822174072266,148158800
2019-01-03,,,33.799678802490234,365248800
2019-01-04,,,35.24256134033203,234428400
2019-01-07,,,35.16412353515625,219111200
2019-01-08,,,35.834449768066406,164101200
2019-01-09,,,36.4429931640625,180396400
2019-01-10,,,36.55945587158203,143122800
2019-01-11,,,36.20051574707031,108092800
2019-01-14,,,35.65617370605469,129756800
2019-01-15,,,36.38594436645508,114843600
2019-01-16,,,36.8304557800293,122278800
2019-01-17,,,37.04914474487305,119284800
2019-01-18,,,37.277339935302734,135004000
2019-01-22,,,36.44062042236328,121576000
2019-01-23,,,36.58799743652344,92522400
2019-01-24,,,36.29798889160156,101766000
2019-01-25,,,37.50078201293945,134142000
2019-01-28,,,37.15373611450195,104768400
2019-01-29,,,36.768646240234375,166348800
2019-01-30,,,39.281219482421875,244439200
2019-01-31,,,39.564090728759766,162958400
2019-02-01,,,39.583106994628906,130672400
2019-02-04,,,40.70745849609375,125982000
2019-02-05,,,41.40393829345703,144406400
2019-02-06,,,41.418216705322266,112958400
2019-02-07,,,40.63376998901367,126966800
2019-02-08,,,40.681522369384766,95280000
2019-02-11,,,40.44756317138672,83973600
2019-02-12,,,40.79610061645508,89134000
2019-02-13,,,40.626617431640625,89960800
2019-02-14,,,40.77462387084961,87342800
2019-02-15,,,40.68390655517578,98507200
2019-02-19,,,40.8056526184082,75891200
2019-02-20,,,41.0682487487793,104457600
2019-02-21,,,40.836692810058594,68998800
2019-02-22,,,41.29266357421875,75652800
2019-02-25,,,41.59345626831055,87493600
2019-02-26,,,41.61734390258789,68280800
2019-02-27,,,41.746238708496094,111341600
2019-02-28,,,41.33563232421875,112861600
2019-03-01,,,41.770118713378906,103544800
2019-03-04,,,41.980201721191406,109744800
2019-03-05,,,41.90380096435547,78949600
2019-03-06,,,41.66269302368164,83241600
2019-03-07,,,41.18045425415039,99185600
2019-03-08,,,41.278350830078125,95997600
2019-03-11,,,42.708309173583984,128044000
2019-03-12,,,43.18815994262695,129870400
2019-03-13,,,43.3791389465332,124130000
2019-03-14,,,43.86136245727539,94318000
2019-03-15,,,44.43191146850586,156171600
2019-03-18,,,44.885501861572266,104879200
2019-03-19,,,44.529808044433594,126585600
2019-03-20,,,44.91892623901367,124140800
2019-03-21,,,46.57331085205078,204136800
2019-03-22,,,45.60884475708008,169630800
2019-03-25,,,45.057395935058594,175381200
2019-03-26,,,44.59186553955078,199202000
2019-03-27,,,44.9929313659668,119393600
2019-03-28,,,45.0526237487793,83121600
2019-03-29,,,45.34626007080078,94256000
2019-04-01,,,45.65422058105469,111448000
2019-04-02,,,46.31786346435547,91062800
2019-04-03,,,46.6353759765625,93087200
2019-04-04,,,46.7165412902832,76457200
2019-04-05,,,47.029273986816406,74106400
2019-04-08,,,47.76933670043945,103526800
2019-04-09,,,47.6260986328125,143072800
2019-04-10,,,47.893470764160156,86781200
2019-04-11,,,47.49479293823242,83603200
2019-04-12,,,47.47569274902344,111042800
2019-04-15,,,47.56163787841797,70146400
2019-04-16,,,47.56641387939453,102785600
2019-04-17,,,48.492671966552734,115627200
2019-04-18,,,48.66694641113281,96783200
2019-04-22,,,48.826908111572266,77758000
2019-04-23,,,49.53113555908203,93292000
2019-04-24,,,49.45475769042969,70162400
2019-04-25,,,49.00593185424805,74172800
2019-04-26,,,48.771976470947266,74596400
2019-04-29,,,48.84598922729492,88818800
2019-04-30,,,47.9054069519043,186139600
2019-05-01,,,50.256874084472656,259309200
2019-05-02,,,49.929813385009766,127985200
2019-05-03,,,50.55049133300781,83569600
2019-05-06,,,49.769859313964844,129772400
2019-05-07,,,48.42823028564453,155054800
2019-05-08,,,48.43777084350586,105358000
2019-05-09,,,47.91733932495117,139634400
2019-05-10,,,47.25352478027344,164834800
2019-05-13,,,44.507171630859375,229722400
2019-05-14,,,45.21173095703125,146118800
2019-05-15,,,45.75333786010742,106178800
2019-05-16,,,45.552040100097656,132125600
2019-05-17,,,45.293216705322266,131516400
2019-05-20,,,43.87690353393555,154449200
2019-05-21,,,44.71805953979492,113459200
2019-05-22,,,43.8026123046875,118994400
2019-05-23,,,43.05491256713867,146118800
2019-05-24,,,42.88955307006836,94858800
2019-05-28,,,42.71223449707031,111792800
2019-05-29,,,42.508514404296875,113924800
2019-05-30,,,42.729000091552734,84873600
2019-05-31,,,41.95494079589844,108174400
2019-06-03,,,41.5307731628418,161584400
2019-06-04,,,43.050106048583984,123872000
2019-06-05,,,43.745086669921875,119093600
2019-06-06,,,44.38735580444336,90105200
2019-06-07,,,45.568809509277344,122737600
2019-06-10,,,46.15113830566406,104883600
2019-06-11,,,46.6855583190918,107731600
2019-06-12,,,46.53697204589844,73012800
2019-06-13,,,46.52740478515625,86698400
2019-06-14,,,46.18948745727539,75046000
2019-06-17,,,46.46507263183594,58676400
2019-06-18,,,47.5578727722168,106204000
2019-06-19,,,47.41887664794922,84496800
2019-06-20,,,47.79991912841797,86056000
2019-06-21,,,47.636962890625,191202400
2019-06-24,,,47.58903121948242,72881600
2019-06-25,,,46.867698669433594,84281200
2019-06-26,,,47.88139343261719,104270000
2019-06-27,,,47.86702346801758,83598800
2019-06-28,,,47.43086624145508,124442400
2019-07-01,,,48.30078887939453,109012000
2019-07-02,,,48.583560943603516,67740800
2019-07-03,,,48.98616027832031,45448000
2019-07-05,,,48.943023681640625,69062000
2019-07-08,,,47.934120178222656,101354400
2019-07-09,,,48.22649002075195,82312000
2019-07-10,,,48.70338821411133,71588400
2019-07-11,,,48.348716735839844,80767200
2019-07-12,,,48.72016525268555,70380800
2019-07-15,,,49.177886962890625,67789600
2019-07-16,,,49.007747650146484,67467200
2019-07-17,,,48.73214340209961,56430000
2019-07-18,,,49.285728454589844,74162400
2019-07-19,,,48.55001449584961,83717200
2019-07-22,,,49.659576416015625,89111600
2019-07-23,,,50.04780578613281,73420800
2019-07-24,,,50.00706481933594,59966400
2019-07-25,,,49.61164474487305,55638400
2019-07-26,,,49.78419494628906,70475600
2019-07-29,,,50.24911117553711,86693600
2019-07-30,,,50.033424377441406,135742800
2019-07-31,,,51.05431365966797,277125600
2019-08-01,,,49.94954299926758,216071600
2019-08-02,,,48.89271545410156,163448400
2019-08-05,,,46.33327102661133,209572000
2019-08-06,,,47.210391998291016,143299200
2019-08-07,,,47.69926071166992,133457600
2019-08-08,,,48.75130844116211,108038000
2019-08-09,,,48.3495979309082,98478800
2019-08-12,,,48.226890563964844,89927600
2019-08-13,,,50.269229888916016,188874000
2019-08-14,,,48.7729606628418,146189600
2019-08-15,,,48.53000259399414,108909600
2019-08-16,,,49.675048828125,110481600
2019-08-19,,,50.601200103759766,97654400
2019-08-20,,,50.603607177734375,107537200
2019-08-21,,,51.152069091796875,86141600
2019-08-22,,,51.1087760925293,89014800
2019-08-23,,,48.74650192260742,187272000
2019-08-26,,,49.67265701293945,104174400
2019-08-27,,,49.112144470214844,103493200
2019-08-28,,,49.441715240478516,63755200
2019-08-29,,,50.27885818481445,83962000
2019-08-30,,,50.213905334472656,84573600
2019-09-03,,,49.48260498046875,80092000
2019-09-04,,,50.3221549987793,76752400
2019-09-05,,,51.3060302734375,95654800
2019-09-06,,,51.30121612548828,77449200
2019-09-09,,,51.52012252807617,109237600
2019-09-10,,,52.12873077392578,127111600
2019-09-11,,,53.78618240356445,177158400
2019-09-12,,,53.665889739990234,128906800
2019-09-13,,,52.62187957763672,159053200
2019-09-16,,,52.89850997924805,84632400
2019-09-17,,,53.090965270996094,73274800
2019-09-18,,,53.588924407958984,101360000
2019-09-19,,,53.15351104736328,88242400
2019-09-20,,,52.37651062011719,221652400
2019-09-23,,,52.61465072631836,76662000
