Date,엔비디아 (Price),하이닉스 (Price)
2018-07-05,6.008794784545898,78267.6953125
2018-07-06,6.1226677894592285,77450.4921875
2018-07-09,6.170197010040283,79538.8671875
2018-07-10,6.269217014312744,79266.46875
2018-07-11,6.127619743347168,78812.46875
2018-07-12,6.219212055206299,77722.90625
2018-07-13,6.171929359436035,80628.4296875
2018-07-16,6.144205093383789,81082.4296875
2018-07-17,6.280109405517578,80446.84375
2018-07-18,6.230847358703613,81082.4296875
2018-07-19,6.239017486572266,81990.40625
2018-07-20,6.21079683303833,79811.2578125
2018-07-23,6.174159526824951,74181.796875
2018-07-24,6.156830787658691,75906.9609375
2018-07-25,6.2350568771362305,73092.21875
2018-07-26,6.308578014373779,75452.96875
2018-07-27,6.238769054412842,78176.8984375
2018-07-30,6.043453216552734,77995.296875
2018-07-31,6.061522960662842,78358.5
2018-08-01,6.101379871368408,77722.90625
2018-08-02,6.204113483428955,75543.765625
2018-08-03,6.240749359130859,75634.5625
2018-08-06,6.28852653503418,72093.4453125
2018-08-07,6.360813140869141,73273.828125
2018-08-08,6.397200584411621,72456.625
2018-08-09,6.348681449890137,70822.2890625
2018-08-10,6.307341575622559,68189.140625
2018-08-13,6.340265274047852,68461.53125
2018-08-14,6.471713542938232,68915.515625
2018-08-15,6.413540363311768,
2018-08-16,6.3729424476623535,67825.9375
2018-08-17,6.060532569885254,67644.359375
2018-08-20,6.135293960571289,67825.9375
2018-08-21,6.270951747894287,71185.4765625
2018-08-22,6.506124019622803,72456.625
2018-08-23,6.605639934539795,73637.0
2018-08-24,6.738823890686035,74272.6015625
2018-08-27,6.829919338226318,75816.1484375
2018-08-28,6.792293548583984,74817.375
2018-08-29,6.897807598114014,75180.5625
2018-08-30,6.880965232849121,75089.765625
2018-08-31,6.952050685882568,75362.171875
2018-09-03,,73183.015625
2018-09-04,7.026851177215576,73727.8046875
2018-09-05,6.8960723876953125,72638.2265625
2018-09-06,6.754891395568848,71548.671875
2018-09-07,6.733590602874756,68915.515625
2018-09-10,6.8046770095825195,69460.296875
2018-09-11,6.756874084472656,69551.1015625
2018-09-12,6.642937183380127,68189.140625
2018-09-13,6.7207112312316895,67644.359375
2018-09-14,6.846784591674805,70549.8828125
2018-09-17,6.784862995147705,70095.8828125
2018-09-18,6.712784290313721,70822.2890625
2018-09-19,6.736563205718994,71548.671875
2018-09-20,6.5953826904296875,71821.0703125
2018-09-21,6.525287628173828,69641.890625
2018-09-24,6.581017017364502,
2018-09-25,6.648138999938965,
2018-09-26,6.611234188079834,
2018-09-27,6.6231231689453125,68098.34375
2018-09-28,6.960471153259277,66373.1796875
2018-10-01,7.1670427322387695,66917.9609375
2018-10-02,7.095707416534424,65102.01171875
2018-10-03,7.101900100708008,
2018-10-04,6.917622089385986,63558.44921875
2018-10-05,6.684053421020508,63830.84765625
2018-10-08,6.582749366760254,64648.0390625
2018-10-09,6.577052593231201,
2018-10-10,6.085396766662598,63830.84765625
2018-10-11,5.823841094970703,62650.48828125
2018-10-12,6.106448650360107,65737.609375
2018-10-15,5.830031871795654,63830.84765625
2018-10-16,6.088864326477051,63286.0703125
2018-10-17,6.020254611968994,63921.6328125
2018-10-18,5.932822227478027,62378.09375
2018-10-19,5.676217555999756,64284.8359375
2018-10-22,5.726995468139648,63558.44921875
2018-10-23,5.475346565246582,62741.28125
2018-10-24,4.939106464385986,60562.125
2018-10-25,5.147904872894287,58746.17578125
2018-10-26,4.911365985870361,60834.51953125
2018-10-29,4.59754753112793,60652.921875
2018-10-30,5.028026103973389,61924.08984375
2018-10-31,5.221964359283447,61924.08984375
2018-11-01,5.402279853820801,62014.88671875
2018-11-02,5.32326602935791,65919.1875
2018-11-05,5.245245456695557,64012.44921875
2018-11-06,5.227659225463867,63649.2578125
2018-11-07,5.295278072357178,64284.8359375
2018-11-08,5.102083206176758,66191.5859375
2018-11-09,5.0941596031188965,66191.5859375
2018-11-12,4.694639682769775,67644.359375
2018-11-13,4.936629295349121,65283.62890625
2018-11-14,4.884119510650635,63921.6328125
2018-11-15,5.012916088104248,65192.81640625
2018-11-16,4.072700500488281,63649.2578125
2018-11-19,3.5840158462524414,63376.85546875
2018-11-20,3.6925034523010254,61288.5078125
2018-11-21,3.584263563156128,61833.296875
2018-11-22,,62922.87890625
2018-11-23,3.5914463996887207,62922.87890625
2018-11-26,3.7908339500427246,64375.640625
2018-11-27,3.8076765537261963,64284.8359375
2018-11-28,3.9647088050842285,65283.62890625
2018-11-29,3.901486396789551,64920.4140625
2018-11-30,4.051982402801514,63195.2734375
2018-12-03,4.215865612030029,64012.44921875
2018-12-04,3.8952879905700684,62650.48828125
2018-12-05,,61924.08984375
2018-12-06,3.924544334411621,59926.5390625
2018-12-07,3.65975022315979,60652.921875
2018-12-10,3.7651238441467285,59472.55078125
2018-12-11,3.674130439758301,58927.765625
2018-12-12,3.691734790802002,60108.1484375
2018-12-13,3.6914865970611572,59472.55078125
2018-12-14,3.630990743637085,56113.0390625
2018-12-17,3.5598342418670654,56476.22265625
2018-12-18,3.643139123916626,55477.44921875
2018-12-19,3.4341306686401367,54751.078125
2018-12-20,3.349586009979248,53207.50390625
2018-12-21,3.2124781608581543,54478.6796875
2018-12-24,3.150743007659912,54841.8671875
2018-12-26,3.2999982833862305,54569.4765625
2018-12-27,3.252147674560547,57363.125
2018-12-28,3.3136353492736816,56338.79296875
2018-12-31,3.3099164962768555,
2019-01-02,3.377354621887207,56431.9140625
2019-01-03,3.173304557800293,53731.3671875
2019-01-04,3.3766098022460938,54290.10546875
2019-01-07,3.555370569229126,54662.59765625
2019-01-08,3.46685791015625,55128.203125
2019-01-09,3.5350403785705566,59225.5703125
2019-01-10,3.600743055343628,60808.63671875
2019-01-11,3.6899993419647217,60622.38671875
2019-01-14,3.7299156188964844,57828.73828125
2019-01-15,3.7157838344573975,59598.05859375
2019-01-16,3.690247058868408,60343.03125
2019-01-17,3.7616524696350098,60436.15234375
2019-01-18,3.890825033187866,60156.78125
2019-01-21,,62391.71484375
2019-01-22,3.6885108947753906,62019.21484375
2019-01-23,3.701404094696045,62205.4765625
2019-01-24,3.9133870601654053,65651.0
2019-01-25,3.9706594944000244,69468.9765625
2019-01-28,3.421734571456909,66861.5703125
2019-01-29,3.2628090381622314,68351.515625
2019-01-30,3.406362771987915,70679.5625
2019-01-31,3.5640487670898438,68817.1171875
2019-02-01,3.588345766067505,70679.5625
2019-02-04,3.698676586151123,
2019-02-05,3.7177674770355225,
2019-02-06,3.793386936187744,
2019-02-07,3.6550400257110596,71424.5390625
2019-02-08,3.673635482788086,68444.6484375
2019-02-11,3.630990743637085,69003.3828125
2019-02-12,3.7480146884918213,70679.5625
2019-02-13,3.790411949157715,70958.921875
2019-02-14,3.8313214778900146,72076.40625
2019-02-15,3.9009902477264404,68724.0078125
2019-02-18,,69562.1015625
2019-02-19,3.8836355209350586,68630.90625
2019-02-20,3.930990219116211,70493.328125
2019-02-21,3.8620645999908447,71424.5390625
2019-02-22,3.946857452392578,71424.5390625
2019-02-25,3.9344615936279297,70213.9609375
2019-02-26,3.895040988922119,70027.703125
2019-02-27,3.8531394004821777,68630.90625
2019-02-28,3.82856822013855,65185.3671875
2019-03-01,3.8829219341278076,
2019-03-04,3.8911125659942627,65278.5078125
2019-03-05,3.8846595287323,64906.015625
2019-03-06,3.77371883392334,63416.0546875
2019-03-07,3.7044737339019775,63416.0546875
2019-03-08,3.7387239933013916,62112.3515625
2019-03-11,3.9993228912353516,62019.21484375
2019-03-12,4.033573627471924,63043.56640625
2019-03-13,4.184967994689941,62205.4765625
2019-03-14,4.109023094177246,62671.08203125
2019-03-15,4.214503288269043,63416.0546875
2019-03-18,4.193158149719238,63136.69140625
2019-03-19,4.360933780670166,63322.9296875
2019-03-20,4.328421115875244,65651.0
2019-03-21,4.5651936531066895,70679.5625
2019-03-22,4.405361175537109,70865.8203125
2019-03-25,4.313034534454346,67885.8984375
2019-03-26,4.389723777770996,67699.65625
2019-03-27,4.380541801452637,68351.515625
2019-03-28,4.399155616760254,67327.1640625
2019-03-29,4.456487655639648,69096.5078125
2019-04-01,4.5239949226379395,71331.421875
2019-04-02,4.541865348815918,71145.1953125
2019-04-03,4.681347370147705,74404.4453125
2019-04-04,4.672412395477295,73007.625
2019-04-05,4.739175319671631,73566.34375
2019-04-08,4.760022163391113,72542.03125
2019-04-09,4.697232723236084,72448.890625
2019-04-10,4.767716407775879,73193.875
2019-04-11,4.753817558288574,73007.625
2019-04-12,4.715843677520752,72728.265625
2019-04-15,4.584056854248047,74218.21875
2019-04-16,4.671170711517334,74870.0625
2019-04-17,4.648336887359619,74683.8359375
2019-04-18,4.623766899108887,73752.6015625
2019-04-19,,76173.78125
2019-04-22,4.677623271942139,74963.1796875
2019-04-23,4.73222541809082,75428.7734375
2019-04-24,4.744634628295898,73100.75
2019-04-25,4.638906478881836,74683.8359375
2019-04-26,4.420003890991211,73193.875
2019-04-29,4.450778484344482,74497.5546875
2019-04-30,4.4922261238098145,73566.34375
2019-05-01,4.479072093963623,
2019-05-02,4.5465803146362305,75149.4296875
2019-05-03,4.542113304138184,74870.0625
2019-05-06,4.463685512542725,
2019-05-07,4.296406269073486,74404.4453125
2019-05-08,4.316507816314697,74776.9296875
2019-05-09,4.223933696746826,70772.6953125
2019-05-10,4.189931869506836,69282.7421875
2019-05-13,3.9325599670410156,68444.6484375
2019-05-14,4.0216593742370605,69468.9765625
2019-05-15,3.9606051445007324,69375.8671875
2019-05-16,3.9757447242736816,66954.6796875
2019-05-17,3.8849074840545654,66675.3125
2019-05-20,3.766273260116577,66023.4609375
2019-05-21,3.8484232425689697,65464.7421875
2019-05-22,3.77744197845459,64161.0234375
2019-05-23,3.656324863433838,63322.9296875
2019-05-24,3.6024680137634277,62950.44921875
2019-05-27,,62298.59375
2019-05-28,3.557297945022583,61367.37890625
2019-05-29,3.483088970184326,61553.609375
2019-05-30,3.456502914428711,61367.37890625
2019-05-31,3.3658101558685303,60808.63671875
2019-06-03,3.3240668773651123,62019.21484375
2019-06-04,3.5531585216522217,60622.38671875
2019-06-05,3.5104212760925293,60622.38671875
2019-06-06,3.5725388526916504,
2019-06-07,3.61527681350708,60901.765625
2019-06-10,3.6880791187286377,62205.4765625
2019-06-11,3.7457244396209717,62577.9609375
2019-06-12,3.632669687271118,61181.12890625
2019-06-13,3.6838550567626953,59132.44921875
2019-06-14,3.5939080715179443,58759.9609375
2019-06-17,3.6035983562469482,59318.69140625
2019-06-18,3.798649549484253,59039.3359375
2019-06-19,3.804612398147583,62577.9609375
2019-06-20,3.8289618492126465,62671.08203125
2019-06-21,3.770820379257202,61367.37890625
2019-06-24,3.7931835651397705,62298.59375
2019-06-25,3.7638638019561768,62112.3515625
2019-06-26,3.9571757316589355,64161.0234375
2019-06-27,4.055817604064941,65371.625
2019-06-28,4.080665111541748,64719.765625
2019-07-01,4.128870487213135,65185.3671875
2019-07-02,4.030971527099609,66489.0703125
2019-07-03,4.043891906738281,64347.27734375
2019-07-04,,65371.625
2019-07-05,3.981276512145996,63695.4296875
2019-07-08,3.906237840652466,62764.19921875
2019-07-09,3.9087226390838623,64999.1484375
2019-07-10,3.977052688598633,67885.8984375
2019-07-11,4.131602764129639,70307.078125
2019-07-12,4.16464900970459,69562.1015625
2019-07-15,4.1562018394470215,70958.921875
2019-07-16,4.1514811515808105,70865.8203125
2019-07-17,4.2168288230896,69468.9765625
2019-07-18,4.228506565093994,69562.1015625
2019-07-19,4.185272693634033,71517.6796875
2019-07-22,4.256832599639893,73007.625
2019-07-23,4.364670753479004,73380.1171875
2019-07-24,4.439211368560791,72262.640625
2019-07-25,4.308017730712891,73752.6015625
2019-07-26,4.350009441375732,74311.3203125
2019-07-29,4.34379768371582,71703.9140625
2019-07-30,4.359451770782471,73473.234375
2019-07-31,4.192229747772217,71610.796875
2019-08-01,4.0978102684021,72355.7734375
2019-08-02,4.005130767822266,70865.8203125
2019-08-05,3.746718168258667,70213.9609375
2019-08-06,3.785480260848999,67047.8125
2019-08-07,3.8237454891204834,68258.390625
2019-08-08,3.9323272705078125,67327.1640625
2019-08-09,3.830950975418091,68258.390625
2019-08-12,3.763117551803589,69375.8671875
2019-08-13,3.8774149417877197,69375.8671875
2019-08-14,3.7288286685943604,71610.796875
2019-08-15,3.6965272426605225,
2019-08-16,3.9646289348602295,71145.1953125
2019-08-19,4.243415355682373,69934.5859375
2019-08-20,4.171109199523926,71145.1953125
2019-08-21,4.254595756530762,70586.4375
2019-08-22,4.260807514190674,68724.0078125
2019-08-23,4.036189556121826,69282.7421875
2019-08-26,4.110980033874512,66861.5703125
2019-08-27,4.020286560058594,67979.0390625
2019-08-28,4.009840488433838,68258.390625
2019-08-29,4.153599739074707,68258.390625
2019-08-30,4.166284561157227,72076.40625
2019-09-02,,72262.640625
2019-09-03,4.083212852478027,71703.9140625
2019-09-04,4.197373867034912,74497.5546875
2019-09-05,4.470468521118164,77291.2265625
2019-09-06,4.443356990814209,76266.90625
2019-09-09,4.489370346069336,78501.8046875
2019-09-10,4.556026935577393,77384.3671875
2019-09-11,4.58463191986084,76918.75
2019-09-12,4.583137035369873,
2019-09-13,4.525185585021973,
2019-09-16,4.4821577072143555,74031.953125
2019-09-17,4.5035481452941895,73938.8515625
2019-09-18,4.476436614990234,74683.8359375
2019-09-19,4.400826454162598,77011.8515625
2019-09-20,4.295121192932129,76546.265625
2019-09-23,4.348594665527344,77104.984375
2019-09-24,4.291141986846924,77663.71875
2019-09-25,4.4329118728637695,76266.90625
2019-09-26,4.410775661468506,77570.5859375
2019-09-27,4.271990776062012,75801.28125
2019-09-30,4.3294453620910645,76546.265625
2019-10-01,4.32770299911499,76360.015625
2019-10-02,4.303826332092285,74031.953125
2019-10-03,4.509517192840576,
2019-10-04,4.5259318351745605,74776.9296875
2019-10-07,4.58463191986084,74776.9296875
2019-10-08,4.408038139343262,75335.6796875
2019-10-09,4.494593143463135,
2019-10-10,4.552295684814453,73566.34375
2019-10-11,4.625916481018066,74497.5546875
2019-10-14,4.639346599578857,74963.1796875
2019-10-15,4.884086608886719,75615.0390625
2019-10-16,4.830364227294922,76732.5
2019-10-17,4.832353591918945,75428.7734375
2019-10-18,4.737840175628662,72076.40625
2019-10-21,4.875133514404297,72169.5234375
2019-10-22,4.865184307098389,73659.4765625
2019-10-23,4.852251052856445,72355.7734375
2019-10-24,4.896272659301758,74497.5546875
2019-10-25,5.087289810180664,77198.109375
2019-10-28,5.143251895904541,77198.109375
2019-10-29,5.046998023986816,77291.2265625
2019-10-30,5.048986434936523,75894.3984375
2019-10-31,4.999741077423096,76360.015625
2019-11-01,5.038790225982666,77384.3671875
2019-11-04,5.235523700714111,78874.296875
2019-11-05,5.2133893966674805,79246.796875
2019-11-06,5.164144515991211,77756.8515625
2019-11-07,5.181802749633789,77849.96875
2019-11-08,5.167875289916992,76639.359375
2019-11-11,5.177824020385742,75708.15625
2019-11-12,5.2133893966674805,77477.484375
2019-11-13,5.187522888183594,77663.71875
2019-11-14,5.217867374420166,77663.71875
2019-11-15,5.078585147857666,79339.9296875
2019-11-18,5.279798984527588,79619.28125
2019-11-19,5.173097133636475,79433.03125
2019-11-20,5.252439022064209,77011.8515625
2019-11-21,5.227566242218018,75335.6796875
2019-11-22,5.24522590637207,76080.6484375
2019-11-25,5.501904010772705,76080.6484375
2019-11-26,5.397192478179932,76639.359375
2019-11-27,5.432039260864258,77011.8515625
2019-11-28,,77104.984375
2019-11-29,5.394704341888428,75335.6796875
2019-12-02,5.208275318145752,74963.1796875
2019-12-03,5.168700218200684,73286.9765625
2019-12-04,5.212507724761963,72355.7734375
2019-12-05,5.195582866668701,73380.1171875
2019-12-06,5.2809553146362305,75056.2890625
2019-12-09,5.2809553146362305,75149.4296875
2019-12-10,5.32600736618042,75149.4296875
2019-12-11,5.409637928009033,75056.2890625
2019-12-12,5.5771484375,77663.71875
2019-12-13,5.57515811920166,81854.2109375
2019-12-16,5.604030609130859,82506.0625
2019-12-17,5.682187080383301,86417.1953125
2019-12-18,5.712552547454834,86603.4296875
2019-12-19,5.8606486320495605,87162.1640625
2019-12-20,5.957968711853027,88465.8515625
2019-12-23,5.944279193878174,88093.390625
2019-12-24,5.939302444458008,87348.4140625
2019-12-26,5.953488826751709,88279.6328125
2019-12-27,5.895742416381836,90350.1640625
2019-12-30,5.782493591308594,88561.96875
2019-12-31,5.85666561126709,
2020-01-02,5.971408843994141,89126.671875
2020-01-03,5.875831604003906,88938.421875
2020-01-06,5.900472640991211,88750.1953125
2020-01-07,5.971908092498779,88467.8515625
2020-01-08,5.983109951019287,91667.734375
2020-01-09,6.048818111419678,93173.59375
2020-01-10,6.081174850463867,93079.453125
2020-01-13,6.271834850311279,94585.3125
2020-01-14,6.154850959777832,94585.3125
2020-01-15,6.112288951873779,92420.6640625
2020-01-16,6.195919513702393,93361.8203125
2020-01-17,6.204631805419922,93173.59375
2020-01-20,,94020.625
2020-01-21,6.17127799987793,93455.9375
2020-01-22,6.225290775299072,95055.8828125
2020-01-23,6.29373836517334,92891.2421875
2020-01-24,6.234499454498291,
2020-01-27,5.9786272048950195,
2020-01-28,6.172024726867676,90632.484375
2020-01-29,6.111542701721191,92138.3203125
2020-01-30,6.118261814117432,88467.8515625
2020-01-31,5.884792327880859,87997.265625
2020-02-03,5.981865406036377,89126.671875
2020-02-04,6.15111780166626,91385.4140625
2020-02-05,6.241468906402588,91950.0859375
2020-02-06,6.328336238861084,94585.3125
2020-02-07,6.2621283531188965,93455.9375
2020-02-10,6.545377731323242,92985.359375
2020-02-11,6.667837619781494,93926.5
2020-02-12,6.7835774421691895,94114.734375
2020-02-13,6.739770412445068,95997.0390625
2020-02-14,7.21293306350708,98349.890625
2020-02-17,,98820.46875
2020-02-18,7.381690502166748,95997.0390625
2020-02-19,7.832948684692383,97408.75
2020-02-20,7.683608531951904,97879.3359375
2020-02-21,7.319463729858398,96938.1875
2020-02-24,6.801995754241943,93644.1640625
2020-02-25,6.52247953414917,92232.4375
2020-02-26,6.661865234375,89032.546875
2020-02-27,6.291028022766113,87338.4765625
2020-02-28,6.726119041442871,82726.875
2020-03-02,6.88451623916626,86679.671875
2020-03-03,6.622016429901123,87338.4765625
2020-03-04,7.085748672485352,88750.1953125
2020-03-05,6.806313514709473,89314.890625
2020-03-06,6.625751972198486,87150.2578125
2020-03-09,6.112707614898682,87150.2578125
2020-03-10,6.502222061157227,83856.2109375
2020-03-11,6.1383585929870605,80468.078125
2020-03-12,5.387221336364746,77927.0
2020-03-13,5.998143672943115,77644.65625
2020-03-16,4.891361236572266,75856.4765625
2020-03-17,5.411129951477051,75668.2421875
2020-03-18,5.051252365112305,68797.875
2020-03-19,5.3040385246276855,64939.16796875
2020-03-20,5.124223709106445,70397.8203125
2020-03-23,5.297063827514648,65315.62890625
2020-03-24,6.205852031707764,74068.2890625
2020-03-25,6.117191314697266,79526.9609375
2020-03-26,6.40658712387085,75950.5859375
2020-03-27,6.294264316558838,78397.5859375
2020-03-30,6.614544868469238,78774.0390625
2020-03-31,6.564983367919922,78397.5859375
2020-04-01,6.053681373596191,73785.9453125
2020-04-02,6.362504482269287,75291.78125
2020-04-03,6.074602127075195,74915.3203125
2020-04-06,6.684528827667236,78209.359375
2020-04-07,6.451167106628418,80750.453125
2020-04-08,6.648415565490723,79526.9609375
2020-04-09,6.548795223236084,79997.53125
2020-04-10,,79150.4921875
2020-04-13,6.720639705657959,76609.40625
2020-04-14,7.071802616119385,77456.421875
2020-04-15,6.994348049163818,
2020-04-16,7.339531421661377,76515.28125
2020-04-17,7.280259132385254,79150.4921875
2020-04-20,7.149007797241211,77174.078125
2020-04-21,6.712172985076904,76515.28125
2020-04-22,7.126593589782715,78962.2578125
2020-04-23,7.073296546936035,77738.796875
2020-04-24,7.212266445159912,76609.40625
2020-04-27,7.398805618286133,77738.796875
2020-04-28,7.256349563598633,78491.6953125
2020-04-29,7.433175563812256,78774.0390625
2020-04-30,7.279261112213135,
2020-05-01,7.042664051055908,
2020-05-04,7.254606246948242,76232.921875
2020-05-05,7.3156232833862305,
2020-05-06,7.416489124298096,77550.5390625
2020-05-07,7.5928168296813965,77550.5390625
2020-05-08,7.782843112945557,79997.53125
2020-05-11,8.034882545471191,79526.9609375
2020-05-12,7.7728800773620605,80656.3359375
2020-05-13,7.750467300415039,78679.921875
2020-05-14,8.000017166137695,75856.4765625
2020-05-15,8.458518981933594,77079.9765625
2020-05-18,8.717036247253418,76327.0625
2020-05-19,8.772073745727539,77832.8828125
2020-05-20,8.93594741821289,79150.4921875
2020-05-21,8.741938591003418,78491.6953125
2020-05-22,8.991985321044922,76515.28125
2020-05-25,,76609.40625
2020-05-26,8.684657096862793,77079.9765625
2020-05-27,8.492887496948242,76609.40625
2020-05-28,8.454781532287598,78962.2578125
2020-05-29,8.841809272766113,76703.5
2020-06-01,8.772819519042969,78679.921875
2020-06-02,8.791748046875,78397.5859375
2020-06-03,8.736211776733398,83479.765625
2020-06-04,8.737207412719727,82538.609375
2020-06-05,8.890192985534668,85079.734375
2020-06-08,8.775577545166016,85644.40625
2020-06-09,9.01577377319336,84515.015625
2020-06-10,9.335450172424316,85456.1875
2020-06-11,8.76685905456543,83291.546875
2020-06-12,8.902652740478516,80185.7578125
2020-06-15,9.143096923828125,77174.078125
2020-06-16,9.038196563720703,80373.96875
2020-06-17,9.205137252807617,81691.6015625
2020-06-18,9.187198638916016,81126.8984375
2020-06-19,9.230301856994629,80373.96875
2020-06-22,9.494915008544922,79903.421875
2020-06-23,9.418421745300293,79150.4921875
2020-06-24,9.20464038848877,80938.6796875
2020-06-25,9.45828914642334,79338.703125
2020-06-26,9.124411582946777,79621.0703125
2020-06-29,9.169260025024414,78679.921875
2020-06-30,9.466015815734863,80091.65625
2020-07-01,9.49815559387207,80279.8828125
2020-07-02,9.580130577087402,79432.8359375
2020-07-03,,80373.96875
2020-07-06,9.806373596191406,80938.6796875
2020-07-07,9.838763236999512,79809.3046875
2020-07-08,10.181861877441406,78774.0390625
2020-07-09,10.473881721496582,78115.234375
2020-07-10,10.444232940673828,77927.0
2020-07-13,10.018658638000488,78115.234375
2020-07-14,10.342324256896973,78021.1171875
2020-07-15,10.193075180053711,78115.234375
