Date,금 시세 (Close),S&P500 (Close),NASDAQ (Close),KOSPI (Close),엔비디아 (Close),Sandisk (Close),TSMC (Close),삼성전자 (Close),하이닉스 (Close),NAVER (Close),KRW/USD 환율 (Close)
2018-03-13,1325.9000244140625,2765.31005859375,7511.009765625,2494.489990234375,6.1282854080200195,,37.2244758605957,42012.4921875,81718.015625,160291.5625,1063.8599853515625
2018-03-14,1324.4000244140625,2749.47998046875,7496.81005859375,2486.080078125,6.1537675857543945,,37.35685729980469,42093.8125,82353.6015625,158141.328125,1066.4000244140625
2018-03-15,1316.800048828125,2747.330078125,7481.740234375,2492.3798828125,6.168612003326416,,37.4892463684082,41914.90234375,81354.84375,160291.5625,1062.550048828125
2018-03-16,1311.300048828125,2752.010009765625,7481.990234375,2493.969970703125,6.196813583374023,,37.20792770385742,41589.6015625,81536.4140625,156577.5,1068.75
2018-03-19,1316.800048828125,2712.919921875,7344.240234375,2475.030029296875,5.962280750274658,,36.901790618896484,41264.3125,81627.2109375,153449.859375,1070.2099609375
2018-03-20,1311.0999755859375,2716.93994140625,7364.2998046875,2485.52001953125,6.1745476722717285,,37.09209442138672,41638.3984375,81354.84375,155404.640625,1072.1600341796875
2018-03-21,1320.699951171875,2711.929931640625,7345.2900390625,2484.969970703125,6.1493144035339355,,36.984535217285156,41524.55078125,80265.25,155209.15625,1070.550048828125
2018-03-22,1326.5999755859375,2643.68994140625,7166.68017578125,2496.02001953125,5.983310699462891,,36.148860931396484,42110.0859375,80446.8515625,156968.453125,1063.9599609375
2018-03-23,1349.300048828125,2588.260009765625,6992.669921875,2416.760009765625,5.763621807098389,,35.23046112060547,40434.77734375,75452.9765625,153058.890625,1079.9000244140625
2018-03-26,1354.4000244140625,2658.550048828125,7220.5400390625,2437.080078125,6.04837703704834,,36.62875747680664,40890.21875,76270.140625,154231.78125,1082.530029296875
2018-03-27,1341.300048828125,2612.6201171875,7008.81005859375,2452.06005859375,5.579309940338135,,35.817901611328125,40646.234375,73909.3984375,154231.78125,1074.300048828125
2018-03-28,1324.199951171875,2605.0,6949.22998046875,2419.2900390625,5.4761457443237305,,35.321468353271484,39605.26953125,72910.625,153254.375,1074.1199951171875
2018-03-29,1322.800048828125,2640.8701171875,7063.4501953125,2436.3701171875,5.7294793128967285,,36.20677947998047,40173.80859375,72910.625,153645.34375,1063.4100341796875
2018-03-30,,,,2445.85009765625,,,,40321.26171875,73818.609375,154818.21875,1062.0
2018-04-02,1342.0999755859375,2581.8798828125,6870.1201171875,2444.159912109375,5.468723773956299,,35.16426467895508,39764.203125,73818.609375,153449.859375,1060.989990234375
2018-04-03,1332.800048828125,2614.449951171875,6941.27978515625,2442.429931640625,5.575103759765625,,35.97511291503906,39420.12890625,74272.59375,153449.859375,1056.1600341796875
2018-04-04,1335.800048828125,2644.68994140625,7042.10986328125,2408.06005859375,5.597122669219971,,36.355712890625,38437.09375,73001.4296875,147390.046875,1053.72998046875
2018-04-05,1324.300048828125,2662.840087890625,7076.5498046875,2437.52001953125,5.4768877029418945,,35.84273147583008,39928.046875,75271.3515625,152276.984375,1057.4300537109375
2018-04-06,1331.9000244140625,2604.469970703125,6915.10986328125,2429.580078125,5.300492286682129,,35.09807205200195,39649.51171875,72910.625,150517.6875,1061.6400146484375
2018-04-09,1336.300048828125,2613.159912109375,6950.33984375,2444.080078125,5.329192161560059,,35.635887145996094,40304.87109375,73183.0078125,151299.609375,1070.4599609375
2018-04-10,1342.0,2656.8701171875,7094.2998046875,2450.739990234375,5.638436794281006,,36.05784606933594,40042.73046875,73001.4296875,151495.09375,1068.77001953125
2018-04-11,1356.5,2642.18994140625,7069.02978515625,2444.219970703125,5.597122669219971,,35.89237594604492,40026.34765625,73727.8125,150713.171875,1063.3800048828125
2018-04-12,1338.4000244140625,2663.989990234375,7140.25,2442.7099609375,5.8039469718933105,,36.28125,40141.03515625,76270.140625,147976.46875,1065.75
2018-04-13,1344.800048828125,2656.300048828125,7106.64990234375,2455.070068359375,5.727255344390869,,35.28837966918945,40796.40234375,76451.7421875,149344.84375,1069.97998046875
2018-04-16,1347.5,2677.840087890625,7156.27978515625,2457.489990234375,5.7270073890686035,,35.470401763916016,41238.76171875,76270.140625,146803.640625,1070.6600341796875
2018-04-17,1347.199951171875,2706.389892578125,7281.10009765625,2453.77001953125,5.876681804656982,,35.007057189941406,40943.85546875,75180.578125,146217.1875,1069.52001953125
2018-04-18,1351.199951171875,2708.639892578125,7295.240234375,2479.97998046875,5.847736358642578,,34.68437957763672,42074.35546875,76814.921875,146999.09375,1066.0899658203125
2018-04-19,1346.800048828125,2693.1298828125,7238.06005859375,2486.10009765625,5.6663947105407715,,32.7069091796875,43237.640625,79811.265625,144262.40625,1064.0699462890625
2018-04-20,1336.699951171875,2670.139892578125,7146.1298828125,2476.330078125,5.658230304718018,,32.227012634277344,42287.35546875,76633.3515625,142307.640625,1066.239990234375
2018-04-23,1322.5,2670.2900390625,7128.60009765625,2474.110107421875,5.538737773895264,,32.06153869628906,42516.7265625,76633.3515625,143675.96875,1071.4100341796875
2018-04-24,1331.4000244140625,2634.56005859375,7007.35009765625,2464.139892578125,5.4724345207214355,,32.06153869628906,41337.08203125,74544.9921875,141721.203125,1080.1800537109375
2018-04-25,1321.199951171875,2639.39990234375,7003.740234375,2448.81005859375,5.360116481781006,,31.581647872924805,41287.92578125,74817.3828125,145239.8125,1076.75
2018-04-26,1316.300048828125,2666.93994140625,7118.68017578125,2475.639892578125,5.5718865394592285,,31.581647872924805,42713.33203125,78540.09375,141721.203125,1081.1700439453125
2018-04-27,1320.300048828125,2669.909912109375,7119.7998046875,2492.39990234375,5.599348068237305,,31.581647872924805,43417.84375,79084.859375,139961.90625,1076.7900390625
2018-04-30,1316.199951171875,2648.050048828125,7066.27001953125,2515.3798828125,5.563971042633057,,31.813322067260742,43417.84375,76724.125,139961.90625,1067.5999755859375
2018-05-01,1303.800048828125,2654.800048828125,7130.7001953125,,5.619388103485107,,32.21046829223633,,,,1069.449951171875
2018-05-02,1302.5999755859375,2635.669921875,7100.89990234375,2505.610107421875,5.598853588104248,,31.234149932861328,43417.84375,75452.9765625,144262.40625,1072.52001953125
2018-05-03,1310.699951171875,2629.72998046875,7088.14990234375,2487.25,5.7641167640686035,,31.523733139038086,43417.84375,75271.3515625,142112.15625,1078.81005859375
2018-05-04,1312.699951171875,2663.419921875,7209.6201171875,2461.3798828125,5.9142866134643555,,31.929147720336914,42516.7265625,75362.171875,140157.375,1074.1199951171875
2018-05-07,1312.199951171875,2672.6298828125,7265.2099609375,,6.15228271484375,,31.813322067260742,,,,1073.3299560546875
2018-05-08,1312.0,2671.919921875,7266.89990234375,2449.81005859375,6.194836139678955,,32.41731262207031,43090.1640625,75816.15625,142894.09375,1078.3900146484375
2018-05-09,1311.300048828125,2697.7900390625,7339.91015625,2443.97998046875,6.327936172485352,,32.5579719543457,41697.51953125,75725.3671875,142112.15625,1077.56005859375
2018-05-10,1320.800048828125,2723.070068359375,7404.97021484375,2464.159912109375,6.435554027557373,,32.90548324584961,42270.96484375,77904.4921875,140743.8125,1077.97998046875
2018-05-11,1319.0,2727.719970703125,7402.8798828125,2477.7099609375,6.2970099449157715,,33.02131652832031,42025.20703125,78176.8984375,140157.375,1064.3699951171875
2018-05-14,1316.5,2730.1298828125,7411.31982421875,2476.110107421875,6.317543983459473,,33.054420471191406,41042.15625,77541.328125,140157.375,1065.949951171875
2018-05-15,1288.9000244140625,2711.449951171875,7351.6298828125,2458.5400390625,6.0750956535339355,,32.51660919189453,40304.87109375,76814.921875,138984.53125,1069.1600341796875
2018-05-16,1290.199951171875,2722.4599609375,7398.2998046875,2459.820068359375,6.086227893829346,,32.92203140258789,40837.34765625,78994.0703125,136834.265625,1078.8599853515625
2018-05-17,1288.199951171875,2720.1298828125,7382.47021484375,2448.449951171875,6.1282854080200195,,32.235286712646484,40468.71484375,78721.6875,136247.84375,1076.489990234375
2018-05-18,1290.199951171875,2712.969970703125,7354.33984375,2460.64990234375,6.084496021270752,,31.78848648071289,40550.63671875,79811.265625,134488.53125,1080.9100341796875
2018-05-21,1290.199951171875,2733.010009765625,7394.0400390625,2465.570068359375,6.042437553405762,,32.65726852416992,40960.2265625,80900.8359375,133315.671875,1080.510009765625
2018-05-22,1291.699951171875,2724.43994140625,7378.4599609375,,6.00433874130249,,32.79791259765625,,,,1076.510009765625
2018-05-23,1289.300048828125,2733.2900390625,7425.9599609375,2471.909912109375,6.127866268157959,,32.806190490722656,42434.80859375,86530.296875,133706.609375,1074.199951171875
2018-05-24,1303.699951171875,2727.760009765625,7424.43017578125,2466.010009765625,6.1315789222717285,,32.49178695678711,42107.125,85894.703125,132924.703125,1074.7900390625
2018-05-25,1303.300048828125,2721.330078125,7433.85009765625,2460.800048828125,6.170939922332764,,32.51660919189453,43172.09375,86439.4921875,133902.09375,1079.22998046875
2018-05-28,,,,2478.9599609375,,,,42844.40625,85803.9140625,132924.703125,1073.6500244140625
2018-05-29,1298.699951171875,2689.860107421875,7396.58984375,2457.25,6.153860092163086,,31.573379516601562,42025.20703125,86076.296875,130578.984375,1073.1700439453125
2018-05-30,1301.5,2724.010009765625,7462.4501953125,2409.030029296875,6.262782573699951,,31.722301483154297,40550.63671875,86257.90625,127451.3515625,1083.9300537109375
2018-05-31,1300.0999755859375,2705.27001953125,7442.1201171875,2423.010009765625,6.242977619171143,,32.02016067504883,41533.6796875,84805.140625,130774.4453125,1075.030029296875
2018-06-01,1294.800048828125,2734.6201171875,7554.330078125,2438.9599609375,6.3773980140686035,,32.433868408203125,42025.20703125,82989.1875,132924.703125,1079.949951171875
2018-06-04,1293.0999755859375,2746.8701171875,7606.4599609375,2447.760009765625,6.5563788414001465,,33.070960998535156,41861.35546875,81536.4140625,131556.34375,1070.3599853515625
2018-06-05,1297.5,2748.800048828125,7637.85986328125,2453.760009765625,6.561823844909668,,32.71517562866211,42025.20703125,82626.0,131751.84375,1070.530029296875
2018-06-06,1297.0999755859375,2772.35009765625,7689.240234375,,6.563803195953369,,32.73173141479492,,,,1070.2900390625
2018-06-07,1298.699951171875,2770.3701171875,7635.06982421875,2470.580078125,6.50810432434082,,32.69862365722656,41451.76953125,82535.1875,132924.703125,1065.1500244140625
2018-06-08,1298.0999755859375,2779.030029296875,7645.509765625,2451.580078125,6.492756366729736,,32.21046829223633,40673.5234375,80265.25,137029.765625,1071.3299560546875
2018-06-11,1298.9000244140625,2782.0,7659.93017578125,2470.14990234375,6.451663970947266,,32.0698127746582,40878.3203125,80991.6328125,138984.53125,1072.6500244140625
2018-06-12,1295.0999755859375,2786.85009765625,7703.7900390625,2468.830078125,6.500182628631592,,32.433868408203125,40468.71484375,80265.25,140157.375,1076.3800048828125
2018-06-13,1296.9000244140625,2775.6298828125,7695.7001953125,,6.495726108551025,,32.30976104736328,,,,1079.25
2018-06-14,1304.0,2782.489990234375,7761.0400390625,2423.47998046875,6.6073713302612305,,31.93743133544922,39485.6640625,78358.5,138202.625,1084.699951171875
2018-06-15,1274.5999755859375,2779.659912109375,7746.3798828125,2404.0400390625,6.566526412963867,,32.01189422607422,39035.109375,78994.0703125,134879.484375,1090.77001953125
2018-06-18,1276.199951171875,2773.75,7747.02978515625,2376.239990234375,6.562318801879883,,31.64784049987793,38174.9375,76270.140625,135661.40625,1103.8199462890625
2018-06-19,1275.5999755859375,2762.590087890625,7725.58984375,2340.110107421875,6.440524101257324,,31.07693862915039,38502.62890625,76360.9375,134488.53125,1104.1600341796875
2018-06-20,1271.199951171875,2767.320068359375,7781.509765625,2363.909912109375,6.493498802185059,,31.730587005615234,38502.62890625,79720.46875,134684.0,1111.1199951171875
2018-06-21,1267.199951171875,2749.760009765625,7712.9501953125,2337.830078125,6.364771842956543,,31.126585006713867,38543.58203125,80356.0546875,136638.765625,1107.719970703125
2018-06-22,1267.4000244140625,2754.8798828125,7692.81982421875,2357.219970703125,6.212279796600342,,31.5402774810791,38707.43359375,81264.03125,141330.265625,1109.6300048828125
2018-06-25,1265.5999755859375,2717.070068359375,7532.009765625,2357.8798828125,5.919428825378418,,31.31300926208496,38215.8984375,76996.53125,146217.1875,1110.530029296875
2018-06-26,1256.5999755859375,2723.06005859375,7561.6298828125,2350.919921875,5.990475654602051,,31.270118713378906,38502.62890625,76542.5546875,143675.96875,1114.030029296875
2018-06-27,1252.800048828125,2699.6298828125,7445.080078125,2342.030029296875,5.835261821746826,,30.455333709716797,39280.859375,77359.7265625,144457.890625,1117.5999755859375
2018-06-28,1247.800048828125,2716.31005859375,7503.68017578125,2314.239990234375,5.962502956390381,,30.824138641357422,38623.9375,75816.15625,146021.734375,1122.780029296875
2018-06-29,1251.300048828125,2718.3701171875,7510.2998046875,2326.1298828125,5.864473819732666,,31.355884552001953,38500.14453125,77813.7109375,149149.34375,1120.5400390625
2018-07-02,1239.800048828125,2726.7099609375,7567.68994140625,2271.5400390625,5.996664524078369,,31.338729858398438,37592.3046875,75997.75,146803.640625,1114.510009765625
2018-07-03,1251.5999755859375,2713.219970703125,7502.669921875,2272.760009765625,5.862987995147705,,31.210073471069336,38087.4921875,78176.8984375,146021.734375,1118.1700439453125
2018-07-04,,,,2265.4599609375,,,,38170.01171875,77178.125,150126.71875,1113.3399658203125
2018-07-05,1257.300048828125,2736.610107421875,7586.43017578125,2257.550048828125,6.008795738220215,,31.381608963012695,37922.4296875,78267.6953125,149540.3125,1114.31005859375
2018-07-06,1254.300048828125,2759.820068359375,7688.39013671875,2272.8701171875,6.122666358947754,,31.964813232421875,37055.87109375,77450.515625,146412.703125,1117.760009765625
2018-07-09,1258.0999755859375,2784.169921875,7756.2001953125,2285.800048828125,6.170198440551758,,32.44511032104492,37633.578125,79538.8671875,147585.53125,1113.6500244140625
2018-07-10,1253.800048828125,2793.840087890625,7759.2001953125,2294.159912109375,6.269219398498535,,32.53086853027344,38211.27734375,79266.4609375,148562.90625,1112.47998046875
2018-07-11,1242.800048828125,2774.02001953125,7716.60986328125,2280.6201171875,6.127618312835693,,31.70751953125,37963.6953125,78812.484375,150322.203125,1112.56005859375
2018-07-12,1245.0,2798.2900390625,7823.919921875,2285.06005859375,6.219212055206299,,31.999126434326172,37551.04296875,77722.90625,152863.4375,1127.1700439453125
2018-07-13,1239.5999755859375,2801.31005859375,7825.97998046875,2310.89990234375,6.171930313110352,,32.39364242553711,38376.34375,80628.4296875,150713.171875,1122.6500244140625
2018-07-16,1238.0999755859375,2798.429931640625,7805.72021484375,2301.989990234375,6.144204616546631,,32.410804748535156,38004.953125,81082.4375,150713.171875,1129.8499755859375
2018-07-17,1225.699951171875,2809.550048828125,7855.1201171875,2297.919921875,6.280109405517578,,32.625213623046875,37839.890625,80446.8515625,148367.4375,1126.9000244140625
2018-07-18,1226.300048828125,2815.6201171875,7854.43994140625,2290.110107421875,6.230848789215088,,32.942543029785156,38417.60546875,81082.4375,149344.84375,1125.550048828125
2018-07-19,1222.4000244140625,2804.489990234375,7825.2998046875,2282.2900390625,6.239016056060791,,34.14326477050781,38706.4609375,81990.3984375,149540.3125,1131.0899658203125
2018-07-20,1229.5,2801.830078125,7820.2001953125,2289.18994140625,6.210796356201172,,34.93230056762695,39160.37109375,79811.265625,150517.6875,1134.47998046875
2018-07-23,1224.0,2806.97998046875,7841.8701171875,2269.31005859375,6.174157619476318,,34.94087600708008,38376.34375,74181.8046875,151299.609375,1127.1600341796875
2018-07-24,1223.9000244140625,2820.39990234375,7840.77001953125,2280.199951171875,6.156829833984375,,34.64069747924805,38087.4921875,75906.9609375,145630.78125,1132.449951171875
2018-07-25,1231.4000244140625,2846.070068359375,7932.240234375,2273.030029296875,6.235055923461914,,35.06953811645508,38087.4921875,73092.2109375,145826.234375,1127.97998046875
2018-07-26,1225.300048828125,2837.43994140625,7852.18017578125,2289.06005859375,6.3085784912109375,,35.00950622558594,38706.4609375,75452.9765625,146803.640625,1115.75
2018-07-27,1222.5999755859375,2818.820068359375,7737.419921875,2294.989990234375,6.238770484924316,,35.5498161315918,38706.4609375,78176.8984375,146803.640625,1123.1500244140625
2018-07-30,1221.300048828125,2802.60009765625,7630.0,2293.510009765625,6.043453693389893,,35.241058349609375,38376.34375,77995.3046875,142698.609375,1114.5999755859375
2018-07-31,1223.699951171875,2816.2900390625,7671.7900390625,2295.260009765625,6.061522960662842,,35.34397888183594,38170.01171875,78358.5,139961.90625,1116.6700439453125
2018-08-01,1217.9000244140625,2813.360107421875,7707.2900390625,2307.070068359375,6.101378917694092,,35.77281951904297,38417.60546875,77722.90625,142307.640625,1112.199951171875
2018-08-02,1210.5999755859375,2827.219970703125,7802.68994140625,2270.199951171875,6.204111576080322,,35.63558578491211,37592.3046875,75543.765625,142307.640625,1118.5999755859375
2018-08-03,1214.199951171875,2840.35009765625,7812.009765625,2287.679931640625,6.240747928619385,,35.75566101074219,37757.37890625,75634.5625,142894.09375,1128.1500244140625
2018-08-06,1208.5999755859375,2850.39990234375,7859.68017578125,2286.5,6.288525104522705,,35.223907470703125,37798.62890625,72093.453125,143675.96875,1122.9000244140625
2018-08-07,1209.5999755859375,2858.449951171875,7883.66015625,2300.159912109375,6.360812187194824,,35.36970901489258,38541.3984375,73273.8203125,145435.28125,1125.4000244140625
2018-08-08,1212.5999755859375,2857.699951171875,7888.330078125,2301.449951171875,6.397201061248779,,35.99580001831055,38623.9375,72456.625,146608.140625,1116.25
2018-08-09,1211.9000244140625,2853.580078125,7891.77978515625,2303.7099609375,6.348681926727295,,35.884307861328125,38706.4609375,70822.2734375,152276.984375,1115.949951171875
2018-08-10,1211.0999755859375,2833.280029296875,7839.10986328125,2282.7900390625,6.307340621948242,,35.1895866394043,37468.515625,68189.140625,150713.171875,1121.8900146484375
2018-08-13,1191.300048828125,2821.929931640625,7819.7099609375,2248.449951171875,6.340264797210693,,34.91514205932617,37179.66015625,68461.53125,147585.53125,1130.9000244140625
2018-08-14,1193.0,2839.9599609375,7870.89013671875,2258.909912109375,6.471714019775391,,35.08668518066406,37262.1875,68915.5390625,147976.46875,1135.969970703125
2018-08-15,1177.5,2818.3701171875,7774.1201171875,,6.413540840148926,,34.69216537475586,,,,1126.75
2018-08-16,1176.199951171875,2840.68994140625,7806.52001953125,2240.800048828125,6.37294340133667,,34.657859802246094,36519.421875,67825.9453125,146608.140625,1136.3800048828125
2018-08-17,1176.5,2850.1298828125,7816.330078125,2247.050048828125,6.06053352355957,,34.4177131652832,36395.6171875,67644.3515625,147585.53125,1126.239990234375
2018-08-20,1186.800048828125,2857.050048828125,7821.009765625,2247.8798828125,6.135293483734131,,34.3919792175293,36189.30859375,67825.9453125,147585.53125,1118.5
2018-08-21,1192.5999755859375,2862.9599609375,7859.169921875,2270.06005859375,6.270951271057129,,35.06953811645508,36973.33203125,71185.4765625,146021.734375,1116.8800048828125
2018-08-22,1196.300048828125,2861.820068359375,7889.10009765625,2273.330078125,6.506124019622803,,35.0781135559082,38046.22265625,72456.625,146021.734375,1116.0999755859375
2018-08-23,1187.0,2856.97998046875,7878.4599609375,2282.60009765625,6.605639934539795,,34.88941955566406,38128.75390625,73637.0078125,150908.625,1117.5
2018-08-24,1206.300048828125,2874.68994140625,7945.97998046875,2293.2099609375,6.738821506500244,,35.36970901489258,38087.4921875,74272.59375,148171.953125,1126.1500244140625
2018-08-27,1209.0,2896.739990234375,8017.89990234375,2299.300048828125,6.829920291900635,,35.61842346191406,38211.27734375,75816.15625,150322.203125,1111.1700439453125
2018-08-28,1207.4000244140625,2897.52001953125,8030.0400390625,2303.1201171875,6.792293071746826,,36.32170867919922,38417.60546875,74817.3828125,147781.0,1108.22998046875
